Employee_ID,Hire_Date,Last_Promotion_Date,Last_Login_Timestamp,Department,Job_Role,Job_Level,City,Education,Work_Mode,Marital_Status,Membership_Type,Age,Base_Salary,Performance_Rating,Training_Hours,Overtime_Hours,Projects_Count,Absenteeism_Days,Employee_Comment,Customer_Review,Notes_Raw_Data,Satisfaction_Score,Attrition_Flag
E100255,2016-08-30 13:00:46,2020-11-16 13:00:46,2025-09-19 16:08:31,HR,Analyst,4,Mumbai,Bachelors,Hybrid,Single,Silver,38,1077131.0,1.3,32,7,8,5,"Work-life balance is okay, could improve.",Will definitely recommend to others.,###@!@!@###,77.3,1
E100256,2020-07-30 22:49:58,2024-07-12 22:49:58,2025-10-15 14:26:16,Marketing,Lead,5,Bengaluru,Bachelors,Hybrid,Single,Diamond,29,554495.0,3.5,7,29,4,4,"Work-life balance is okay, could improve.",Amazing service! Fast delivery 😊,??###MISSING###??_v2,49.6,0
E100257,2022-07-14 19:11:47,2025-12-01 00:00:00,2025-09-23 01:09:10,IT,Analyst,3,Bengaluru,Masters,Remote,Married,Silver,30,949333.0,3.9,41,0,8,2,"Manager is supportive, but workload is high.",Amazing service! Fast delivery 😊,@@NULL##DATA@@,86.0,0
E100258,2016-08-14 14:47:38,2020-11-22 14:47:38,2025-09-06 09:34:34,HR,Lead,3,Chennai,Diploma,Hybrid,Married,Diamond,45,1434920.0,2.8,58,45,7,14,"I enjoy the work, but salary expectations are higher.",Not satisfied. Product arrived damaged.,N/A###$$$_backup,45.9,1
E100259,2017-11-06 08:59:59,2018-01-20 08:59:59,2025-10-09 17:12:59,Marketing,Lead,3,Pune,Bachelors,Hybrid,Married,Diamond,48,682847.0,2.9,37,36,2,3,Communication from leadership is excellent!,"Average experience, nothing special.",$$$ERROR_404!!!_X,55.8,0
E100260,2023-10-14 07:35:51,2025-12-01 00:00:00,2025-11-10 14:06:22,Operations,Director,2,Bengaluru,Diploma,Remote,Other,Gold,27,885205.0,2.4,21,5,9,7,Promotion process feels slow…,Quality is okay… expected better 😐,$$$ERROR_404!!!_X,69.3,0
E100261,2024-05-25 05:21:10,2025-12-01 00:00:00,2025-11-20 02:59:11,IT,Senior Engineer,1,Chennai,Masters,Hybrid,Married,Gold,41,1253381.0,2.8,47,29,8,12,"Training was helpful, want more advanced sessions.",Loved the packaging and quick response time.,**##FAIL##**_final,57.7,0
E100262,2020-07-08 02:52:50,2024-08-10 02:52:50,2025-10-08 02:24:39,Operations,Director,1,Chennai,Masters,Remote,Married,Silver,35,1054283.0,2.9,52,25,6,5,Promotion process feels slow…,Loved the packaging and quick response time.,!!##DIV/0##!!_TMP,81.5,0
E100263,2018-04-17 22:40:03,2020-07-18 22:40:03,2025-10-04 23:50:26,Marketing,Engineer,4,Chennai,Masters,Remote,Married,Diamond,33,1520039.0,2.7,47,40,2,14,Need better tools and clearer priorities.,Not satisfied. Product arrived damaged.,??###MISSING###??_TMP,44.2,1
E100264,2020-10-24 23:35:53,2025-03-25 23:35:53,2025-11-22 16:24:32,IT,Senior Engineer,5,Chennai,Masters,Onsite,Single,Diamond,45,716783.0,2.7,69,29,3,6,Promotion process feels slow…,Fantastic! Five stars ⭐⭐⭐⭐⭐,###REF!@#$$_X,75.3,0
E100265,2020-08-11 07:04:41,2022-10-20 07:04:41,2025-11-11 12:35:40,Finance,Analyst,1,Delhi,Masters,Onsite,Married,Silver,30,652561.0,3.0,25,27,8,14,Great team culture 😊,"Average experience, nothing special.",~~CORRUPT~~@@@_TMP,48.9,1
E100266,2017-10-19 04:53:04,2018-03-22 04:53:04,2025-11-27 08:56:33,Finance,Lead,2,Mumbai,Bachelors,Hybrid,Married,Gold,47,1206031.0,3.0,48,49,1,6,"I enjoy the work, but salary expectations are higher.",Worst experience ever!!! 😡😡,$$$ERROR_404!!!,63.2,0
E100267,2015-03-21 02:00:42,2020-03-15 02:00:42,2025-12-05 03:22:32,IT,Lead,4,Bengaluru,Bachelors,Remote,Married,Silver,35,601030.0,4.5,68,31,5,0,Feeling stressed due to deadlines 😐,Fantastic! Five stars ⭐⭐⭐⭐⭐,@@NULL##DATA@@_final,87.8,0
E100268,2016-06-09 09:30:25,2017-11-05 09:30:25,2025-11-26 05:30:05,HR,Lead,4,Delhi,Bachelors,Hybrid,Single,Silver,25,850808.0,2.9,17,48,6,13,Remote setup works well for me.,Amazing service! Fast delivery 😊,**##FAIL##**_backup,44.7,1
E100269,2024-02-07 06:48:01,2024-10-21 06:48:01,2025-12-08 07:56:37,HR,Lead,4,Bengaluru,Bachelors,Hybrid,Married,Diamond,48,883588.0,3.4,22,53,3,12,"Manager is supportive, but workload is high.",Fantastic! Five stars ⭐⭐⭐⭐⭐,**##FAIL##**_TMP,28.3,0
E100270,2018-12-21 03:52:10,2022-06-09 03:52:10,2025-10-14 17:59:53,HR,Engineer,4,Bengaluru,Masters,Onsite,Other,Silver,50,1158997.0,2.8,3,50,8,14,Feeling stressed due to deadlines 😐,"Delivery was late, but support helped.",~~CORRUPT~~@@@_X,27.4,0
E100271,2019-07-31 15:04:46,2020-12-25 15:04:46,2025-10-12 10:34:22,Finance,Analyst,1,Chennai,Bachelors,Hybrid,Single,Gold,40,1053567.0,2.8,29,57,5,1,"Training was helpful, want more advanced sessions.","Delivery was late, but support helped.",###REF!@#$$,44.3,0
E100272,2019-06-08 22:17:44,2024-02-26 22:17:44,2025-10-04 18:17:42,Finance,Director,2,Delhi,Bachelors,Hybrid,Other,Gold,45,1014266.0,2.0,3,41,1,12,Feeling stressed due to deadlines 😐,"Delivery was late, but support helped.",$$$ERROR_404!!!_final,24.3,0
E100273,2022-06-07 12:37:06,2024-12-13 12:37:06,2025-09-25 16:45:39,HR,Senior Engineer,3,Pune,Bachelors,Onsite,Single,Diamond,26,799392.0,2.1,59,33,3,5,Remote setup works well for me.,"Delivery was late, but support helped.",###REF!@#$$,70.3,1
E100274,2015-08-14 06:27:53,2015-10-21 06:27:53,2025-11-18 15:01:42,HR,Analyst,1,Chennai,Bachelors,Remote,Single,Silver,33,1203751.0,2.4,7,31,4,12,Promotion process feels slow…,Will definitely recommend to others.,~~CORRUPT~~@@@_X,57.8,0
E100275,2015-10-14 21:47:00,2021-01-01 21:47:00,2025-11-15 00:25:01,HR,Director,2,Delhi,Masters,Onsite,Single,Silver,33,1906456.0,3.3,55,12,3,14,Great team culture 😊,Not satisfied. Product arrived damaged.,N/A###$$$,69.9,0
E100276,2017-08-14 15:19:04,2020-07-07 15:19:04,2025-11-24 03:30:04,Operations,Director,2,Chennai,Masters,Remote,Married,Silver,47,1072821.0,4.0,46,49,9,2,"Manager is supportive, but workload is high.",Support was polite and solved my issue quickly.,??###MISSING###??,62.7,0
E100277,2019-08-15 17:32:46,2021-03-07 17:32:46,2025-09-18 13:49:30,HR,Senior Engineer,5,Hyderabad,Bachelors,Onsite,Married,Bronze,33,924918.0,1.9,79,41,4,5,"Work-life balance is okay, could improve.",Amazing service! Fast delivery 😊,!!##DIV/0##!!,62.1,0
E100278,2021-05-16 10:59:45,2025-02-17 10:59:45,2025-10-22 13:58:07,Marketing,Lead,2,Mumbai,Bachelors,Remote,Single,Gold,46,575534.0,2.8,27,52,5,4,Great team culture 😊,Quality is okay… expected better 😐,N/A###$$$_TMP,36.3,0
E100279,2019-08-29 18:31:28,2022-08-22 18:31:28,2025-09-24 07:20:11,Sales,Analyst,5,Bengaluru,Bachelors,Hybrid,Married,Bronze,32,740630.0,2.2,27,42,5,4,Great team culture 😊,"Delivery was late, but support helped.",@@NULL##DATA@@_backup,46.9,1
E100280,2019-03-10 23:18:05,2019-07-05 23:18:05,2025-12-03 18:26:17,Operations,Analyst,4,Delhi,Bachelors,Onsite,Single,Silver,41,846572.0,3.0,19,28,2,8,Great team culture 😊,"Delivery was late, but support helped.",###REF!@#$$_final,53.8,0
E100281,2023-11-27 09:10:17,2025-12-01 00:00:00,2025-09-29 01:52:34,Sales,Engineer,4,Hyderabad,Masters,Onsite,Single,Bronze,28,766350.0,4.0,42,17,6,6,Need better tools and clearer priorities.,Support was polite and solved my issue quickly.,!!##DIV/0##!!_v2,76.5,0
E100282,2016-07-12 09:55:43,2018-10-28 09:55:43,2025-09-16 02:38:59,HR,Manager,5,Delhi,Masters,Onsite,Married,Bronze,40,895981.0,2.9,17,59,4,9,Great team culture 😊,Not satisfied. Product arrived damaged.,@@NULL##DATA@@_backup,31.6,0
E100283,2020-06-05 18:04:09,2024-04-22 18:04:09,2025-10-30 20:03:28,Sales,Analyst,5,Bengaluru,Bachelors,Hybrid,Married,Bronze,24,1344504.0,3.2,9,44,1,10,"Work-life balance is okay, could improve.",Quality is okay… expected better 😐,%%OK%%^&*()_TMP,27.2,0
E100284,2020-02-24 12:06:29,2025-01-25 12:06:29,2025-12-02 07:15:11,HR,Analyst,2,Pune,Bachelors,Remote,Married,Gold,46,1211792.0,4.2,75,52,4,3,Feeling stressed due to deadlines 😐,Worst experience ever!!! 😡😡,%%OK%%^&*(),67.6,0
E100285,2019-07-01 01:28:11,2022-11-26 01:28:11,2025-12-06 03:38:32,IT,Lead,3,Bengaluru,Diploma,Hybrid,Married,Silver,22,860292.0,3.5,54,35,6,0,Need better tools and clearer priorities.,Fantastic! Five stars ⭐⭐⭐⭐⭐,**##FAIL##**,81.6,0
E100286,2022-09-01 17:57:01,2025-12-01 00:00:00,2025-09-11 02:09:35,HR,Lead,3,Chennai,Masters,Hybrid,Other,Silver,54,597930.0,2.7,9,30,2,11,Great team culture 😊,Loved the packaging and quick response time.,%%OK%%^&*()_TMP,36.6,0
E100287,2017-07-14 20:55:06,2019-01-19 20:55:06,2025-10-05 05:15:05,HR,Lead,5,Pune,Bachelors,Hybrid,Single,Silver,49,1234342.0,3.3,49,2,8,2,"Training was helpful, want more advanced sessions.",Quality is okay… expected better 😐,**##FAIL##**_backup,92.9,0
E100288,2024-01-21 16:25:22,2025-06-25 16:25:22,2025-09-17 02:53:03,IT,Lead,1,Chennai,Bachelors,Hybrid,Single,Gold,41,887736.0,2.6,24,4,6,2,"Manager is supportive, but workload is high.",Fantastic! Five stars ⭐⭐⭐⭐⭐,$$$ERROR_404!!!_backup,84.5,0
E100289,2018-02-23 21:09:02,2020-07-07 21:09:02,2025-10-03 07:49:18,IT,Lead,3,Hyderabad,Bachelors,Hybrid,Single,Bronze,52,468375.0,3.5,14,42,3,9,Communication from leadership is excellent!,"Delivery was late, but support helped.",###@!@!@###,39.6,0
E100290,2020-03-05 01:48:46,2024-11-13 01:48:46,2025-10-27 01:16:36,Marketing,Manager,2,Pune,PhD,Hybrid,Married,Gold,48,1078108.0,3.6,37,13,6,3,Promotion process feels slow…,Quality is okay… expected better 😐,~~CORRUPT~~@@@,85.6,0
E100291,2019-12-11 16:36:19,2022-11-21 16:36:19,2025-09-30 11:02:27,Sales,Manager,2,Delhi,Bachelors,Hybrid,Married,Gold,26,1156422.0,2.2,63,4,3,2,"Work-life balance is okay, could improve.",Not satisfied. Product arrived damaged.,###REF!@#$$_final,84.4,0
E100292,2023-01-26 00:42:49,2025-01-30 00:42:49,2025-09-08 02:08:47,Finance,Director,4,Delhi,Bachelors,Remote,Married,Silver,46,300000.0,3.3,0,46,6,4,Need better tools and clearer priorities.,Loved the packaging and quick response time.,$$$ERROR_404!!!,50.0,0
E100293,2019-03-03 03:28:43,2023-06-22 03:28:43,2025-10-24 13:16:30,Marketing,Senior Engineer,2,Bengaluru,Diploma,Hybrid,Single,Gold,34,693861.0,3.1,28,37,2,7,Need better tools and clearer priorities.,Amazing service! Fast delivery 😊,###REF!@#$$,59.1,0
E100294,2017-09-13 20:24:40,2022-05-25 20:24:40,2025-09-06 13:04:26,HR,Analyst,4,Pune,Masters,Onsite,Single,Silver,50,872386.0,3.6,73,6,6,12,Great team culture 😊,"Average experience, nothing special.",###REF!@#$$_final,91.8,0
E100295,2015-03-16 22:48:59,2020-02-28 22:48:59,2025-09-24 19:16:26,Finance,Lead,5,Pune,Bachelors,Onsite,Married,Diamond,50,1083628.0,3.8,31,29,1,14,"Training was helpful, want more advanced sessions.",Quality is okay… expected better 😐,###REF!@#$$_final,65.7,0
E100296,2018-06-15 05:40:06,2020-03-15 05:40:06,2025-09-01 01:18:26,Marketing,Engineer,4,Mumbai,Bachelors,Hybrid,Other,Silver,53,771063.0,3.5,7,28,1,10,Great team culture 😊,Not satisfied. Product arrived damaged.,$$$ERROR_404!!!_backup,49.1,0
E100297,2022-11-05 13:55:45,2025-12-01 00:00:00,2025-09-10 02:47:25,Sales,Director,1,Mumbai,Bachelors,Hybrid,Single,Silver,36,691965.0,3.0,34,0,3,13,Feeling stressed due to deadlines 😐,Worst experience ever!!! 😡😡,###@!@!@###_v2,72.1,0
E100298,2015-02-04 09:20:41,2018-05-24 09:20:41,2025-10-16 19:31:04,Finance,Senior Engineer,1,Hyderabad,Masters,Remote,Single,Gold,28,1081792.0,3.9,54,36,2,7,Need better tools and clearer priorities.,Support was polite and solved my issue quickly.,###@!@!@###,80.7,1
E100299,2023-07-05 21:15:12,2025-12-01 00:00:00,2025-11-29 07:47:53,HR,Director,3,Chennai,Bachelors,Hybrid,Single,Silver,26,782919.0,2.6,79,23,5,6,"Training was helpful, want more advanced sessions.","Average experience, nothing special.",~~CORRUPT~~@@@,100.0,1
E100300,2020-02-26 12:35:04,2022-06-05 12:35:04,2025-11-21 08:03:07,IT,Analyst,3,Bengaluru,PhD,Hybrid,Single,Gold,27,1035514.0,2.3,50,52,2,12,"Training was helpful, want more advanced sessions.",Support was polite and solved my issue quickly.,??###MISSING###??_backup,40.6,1
E100301,2016-05-01 09:12:43,2017-02-07 09:12:43,2025-09-11 09:03:11,IT,Manager,4,Bengaluru,PhD,Hybrid,Single,Silver,54,622121.0,1.0,4,6,3,4,Feeling stressed due to deadlines 😐,Fantastic! Five stars ⭐⭐⭐⭐⭐,~~CORRUPT~~@@@,64.7,0
E100302,2017-11-13 22:59:23,2019-06-29 22:59:23,2025-09-04 15:47:33,IT,Senior Engineer,3,Delhi,Bachelors,Hybrid,Single,Bronze,41,561917.0,3.2,64,50,1,12,Communication from leadership is excellent!,Loved the packaging and quick response time.,~~CORRUPT~~@@@_backup,64.2,0
E100303,2020-04-05 09:32:10,2023-05-06 09:32:10,2025-10-06 11:58:47,Operations,Senior Engineer,1,Chennai,Masters,Remote,Married,Gold,33,1088817.0,2.6,62,0,8,14,"Training was helpful, want more advanced sessions.",Amazing service! Fast delivery 😊,###@!@!@###_v2,85.2,0
E100304,2017-12-30 19:41:26,2022-11-13 19:41:26,2025-11-08 11:41:21,Sales,Engineer,5,Pune,Bachelors,Onsite,Single,Silver,36,963130.0,3.5,52,45,7,5,"I enjoy the work, but salary expectations are higher.",Loved the packaging and quick response time.,~~CORRUPT~~@@@_final,68.6,0
E100305,2016-01-12 12:58:33,2020-10-17 12:58:33,2025-11-18 09:45:57,Finance,Director,5,Delhi,Bachelors,Hybrid,Single,Silver,27,1130614.0,1.8,71,46,2,9,Need better tools and clearer priorities.,Will definitely recommend to others.,~~CORRUPT~~@@@,67.0,1
E100306,2021-04-28 15:35:12,2022-06-25 15:35:12,2025-11-26 10:16:51,Operations,Senior Engineer,4,Pune,Masters,Remote,Single,Silver,40,766852.0,2.7,61,24,2,11,Communication from leadership is excellent!,Support was polite and solved my issue quickly.,###@!@!@###,68.0,0
E100307,2021-05-20 07:53:14,2025-02-25 07:53:14,2025-10-06 22:21:21,IT,Director,4,Mumbai,Bachelors,Hybrid,Married,Silver,36,701224.0,3.5,18,16,8,11,Promotion process feels slow…,Quality is okay… expected better 😐,!!##DIV/0##!!,66.7,0
E100308,2016-02-17 06:08:30,2016-09-28 06:08:30,2025-09-18 15:21:43,HR,Senior Engineer,5,Bengaluru,Bachelors,Remote,Single,Gold,48,1240180.0,2.5,33,8,7,3,Feeling stressed due to deadlines 😐,Not satisfied. Product arrived damaged.,@@NULL##DATA@@,81.5,1
E100309,2017-09-02 07:39:01,2021-06-02 07:39:01,2025-09-03 18:23:48,Finance,Analyst,3,Bengaluru,Bachelors,Hybrid,Single,Silver,22,519260.0,3.5,40,20,8,14,"Work-life balance is okay, could improve.",Will definitely recommend to others.,###REF!@#$$_TMP,56.0,0
E100310,2017-04-25 18:03:30,2019-04-18 18:03:30,2025-09-16 10:05:47,Marketing,Director,1,Pune,Bachelors,Remote,Single,Gold,52,1212865.0,2.8,39,40,2,7,Remote setup works well for me.,Not satisfied. Product arrived damaged.,%%OK%%^&*()_TMP,49.7,0
E100311,2021-12-07 15:57:44,2024-06-26 15:57:44,2025-09-07 20:12:26,Sales,Engineer,4,Mumbai,Bachelors,Hybrid,Married,Gold,24,1230126.0,3.2,51,43,4,0,Need better tools and clearer priorities.,Will definitely recommend to others.,###REF!@#$$_X,64.7,0
E100312,2021-11-26 05:12:56,2025-11-17 05:12:56,2025-11-30 09:13:06,Marketing,Engineer,3,Chennai,Masters,Hybrid,Married,Bronze,35,1115022.0,3.6,56,10,2,1,"Training was helpful, want more advanced sessions.",Worst experience ever!!! 😡😡,$$$ERROR_404!!!_final,100.0,0
E100313,2023-11-30 14:58:32,2025-12-01 00:00:00,2025-09-29 04:24:05,HR,Director,4,Pune,Masters,Onsite,Single,Gold,33,728048.0,3.9,8,0,4,10,Great team culture 😊,Quality is okay… expected better 😐,###REF!@#$$,80.6,1
E100314,2022-04-19 16:04:04,2025-12-01 00:00:00,2025-11-26 10:16:26,Marketing,Director,4,Delhi,Masters,Onsite,Single,Silver,45,695869.0,3.3,45,33,2,6,Feeling stressed due to deadlines 😐,"Average experience, nothing special.",**##FAIL##**_TMP,73.6,0
E100315,2018-01-17 02:47:28,2021-01-16 02:47:28,2025-10-29 01:57:37,IT,Director,3,Mumbai,Masters,Hybrid,Single,Gold,43,847486.0,2.6,3,34,1,1,"Manager is supportive, but workload is high.",Amazing service! Fast delivery 😊,N/A###$$$_X,57.5,0
E100316,2016-01-09 15:29:39,2021-06-28 15:29:39,2025-10-27 14:07:59,HR,Senior Engineer,2,Hyderabad,Bachelors,Onsite,Married,Silver,28,576240.0,2.9,40,58,5,7,"Work-life balance is okay, could improve.",Quality is okay… expected better 😐,**##FAIL##**_final,49.0,0
E100317,2020-11-01 13:57:06,2024-05-22 13:57:06,2025-10-18 18:04:44,Sales,Lead,3,Chennai,Masters,Hybrid,Married,Silver,38,659577.0,3.6,33,45,9,8,"Manager is supportive, but workload is high.",Will definitely recommend to others.,@@NULL##DATA@@_backup,55.1,1
E100318,2023-09-12 17:29:52,2025-06-07 17:29:52,2025-11-26 00:23:01,IT,Engineer,4,Mumbai,Bachelors,Remote,Single,Gold,39,1061184.0,2.5,16,33,6,1,Promotion process feels slow…,"Delivery was late, but support helped.",%%OK%%^&*(),62.9,1
E100319,2024-04-04 20:07:39,2025-12-01 00:00:00,2025-09-05 13:29:30,Marketing,Lead,4,Pune,Bachelors,Remote,Single,Gold,37,1062337.0,3.1,79,35,7,5,"Work-life balance is okay, could improve.",Fantastic! Five stars ⭐⭐⭐⭐⭐,**##FAIL##**,84.2,1
E100320,2017-03-09 09:10:15,2019-07-08 09:10:15,2025-09-10 17:44:43,Marketing,Manager,3,Pune,PhD,Onsite,Married,Gold,22,637606.0,2.9,20,38,8,6,Promotion process feels slow…,Worst experience ever!!! 😡😡,??###MISSING###??_X,41.7,1
E100321,2017-03-31 00:39:32,2020-03-31 00:39:32,2025-10-15 10:56:15,Sales,Analyst,3,Bengaluru,Bachelors,Remote,Married,Bronze,27,1069030.0,3.1,4,27,9,11,Promotion process feels slow…,Quality is okay… expected better 😐,??###MISSING###??_v2,42.5,0
E100322,2015-05-10 17:55:18,2016-03-30 17:55:18,2025-10-12 10:05:36,HR,Senior Engineer,5,Mumbai,Bachelors,Onsite,Single,Silver,38,1013576.0,2.5,28,40,2,9,Great team culture 😊,Quality is okay… expected better 😐,###REF!@#$$_backup,41.7,0
E100323,2016-05-04 21:31:51,2017-02-19 21:31:51,2025-10-28 06:54:14,IT,Senior Engineer,2,Mumbai,Bachelors,Hybrid,Single,Gold,30,1277472.0,1.9,60,11,3,1,Communication from leadership is excellent!,"Delivery was late, but support helped.",!!##DIV/0##!!_v2,99.7,1
E100324,2020-04-08 05:28:50,2023-06-27 05:28:50,2025-11-17 11:14:59,Sales,Engineer,1,Pune,Bachelors,Remote,Single,Silver,39,1042284.0,3.6,0,49,6,9,Communication from leadership is excellent!,Not satisfied. Product arrived damaged.,###REF!@#$$_final,48.9,0
E100325,2020-03-11 07:31:51,2021-05-07 07:31:51,2025-11-01 16:36:49,Sales,Senior Engineer,4,Bengaluru,Bachelors,Onsite,Married,Gold,27,1164645.0,3.9,39,51,8,13,"Work-life balance is okay, could improve.",Will definitely recommend to others.,??###MISSING###??,28.6,0
E100326,2018-07-10 08:36:12,2023-12-26 08:36:12,2025-09-28 00:46:44,Operations,Manager,5,Pune,Bachelors,Onsite,Married,Gold,46,1019269.0,1.9,33,26,7,0,"Manager is supportive, but workload is high.",Quality is okay… expected better 😐,N/A###$$$_v2,83.2,0
E100327,2017-12-10 22:12:40,2022-08-26 22:12:40,2025-10-05 08:46:28,Sales,Analyst,4,Pune,Masters,Onsite,Married,Gold,28,1144982.0,3.5,69,27,7,14,"Manager is supportive, but workload is high.","Average experience, nothing special.",N/A###$$$_final,73.1,0
E100328,2022-11-17 17:03:35,2025-12-01 00:00:00,2025-11-18 23:52:07,IT,Analyst,3,Pune,Bachelors,Hybrid,Married,Gold,43,578221.0,4.0,0,29,3,1,Feeling stressed due to deadlines 😐,Not satisfied. Product arrived damaged.,@@NULL##DATA@@_backup,68.6,0
E100329,2019-05-15 09:32:39,2023-06-08 09:32:39,2025-09-22 03:41:55,IT,Lead,2,Bengaluru,Bachelors,Remote,Single,Silver,49,869564.0,3.6,1,49,4,9,Remote setup works well for me.,Will definitely recommend to others.,~~CORRUPT~~@@@,40.2,1
E100330,2022-09-04 00:23:11,2025-12-01 00:00:00,2025-10-23 22:31:48,Operations,Senior Engineer,3,Mumbai,Bachelors,Onsite,Single,Bronze,33,890254.0,2.9,45,10,1,5,"I enjoy the work, but salary expectations are higher.",Loved the packaging and quick response time.,~~CORRUPT~~@@@_TMP,95.2,0
E100331,2024-02-23 10:03:01,2024-08-17 10:03:01,2025-10-27 13:45:16,IT,Manager,1,Bengaluru,Masters,Onsite,Single,Bronze,26,839063.0,2.5,14,20,3,10,"Work-life balance is okay, could improve.",Not satisfied. Product arrived damaged.,###@!@!@###,58.8,0
E100332,2018-01-04 20:06:15,2020-04-04 20:06:15,2025-11-18 18:40:13,Marketing,Manager,3,Mumbai,Bachelors,Hybrid,Married,Bronze,22,1010972.0,3.3,56,36,2,12,"Work-life balance is okay, could improve.","Delivery was late, but support helped.",@@NULL##DATA@@,51.8,0
E100333,2016-12-04 02:18:55,2019-09-21 02:18:55,2025-11-15 00:10:23,IT,Manager,2,Hyderabad,Bachelors,Onsite,Married,Gold,33,1058595.0,3.4,22,41,9,12,Great team culture 😊,"Average experience, nothing special.",%%OK%%^&*()_v2,45.1,0
E100334,2024-01-18 15:43:20,2025-12-01 00:00:00,2025-10-19 18:59:33,Operations,Senior Engineer,2,Pune,Bachelors,Hybrid,Single,Gold,25,998064.0,3.3,44,17,1,13,"Manager is supportive, but workload is high.",Quality is okay… expected better 😐,@@NULL##DATA@@_v2,74.1,0
E100335,2021-01-10 14:15:40,2022-05-10 14:15:40,2025-10-03 11:05:40,Marketing,Senior Engineer,3,Chennai,Masters,Remote,Single,Silver,51,855764.0,3.1,3,7,4,12,Communication from leadership is excellent!,Amazing service! Fast delivery 😊,###REF!@#$$,59.5,0
E100336,2017-10-05 21:40:24,2020-07-25 21:40:24,2025-10-09 15:07:08,Finance,Lead,5,Chennai,Masters,Hybrid,Married,Bronze,54,716067.0,2.4,55,30,8,4,"Work-life balance is okay, could improve.",Loved the packaging and quick response time.,??###MISSING###??,78.7,0
E100337,2020-11-26 14:39:02,2022-11-23 14:39:02,2025-10-14 05:12:26,IT,Director,2,Chennai,Masters,Remote,Married,Silver,54,1174297.0,3.5,41,38,9,6,"Work-life balance is okay, could improve.","Average experience, nothing special.",%%OK%%^&*()_X,62.6,0
E100338,2019-11-22 05:14:05,2020-10-07 05:14:05,2025-09-24 00:21:24,Marketing,Engineer,5,Chennai,Masters,Hybrid,Married,Gold,52,987433.0,3.5,0,45,4,10,Promotion process feels slow…,Support was polite and solved my issue quickly.,@@NULL##DATA@@_backup,32.2,0
E100339,2023-08-07 09:15:18,2024-04-22 09:15:18,2025-11-05 16:01:35,HR,Lead,3,Hyderabad,Bachelors,Remote,Single,Silver,41,645347.0,3.3,21,0,5,2,Promotion process feels slow…,Worst experience ever!!! 😡😡,###@!@!@###_backup,77.2,0
E100340,2017-06-06 16:29:11,2019-07-14 16:29:11,2025-09-22 21:06:57,Sales,Director,5,Pune,Bachelors,Onsite,Married,Silver,32,851578.0,3.3,4,1,5,8,Remote setup works well for me.,Worst experience ever!!! 😡😡,%%OK%%^&*(),68.1,0
E100341,2024-05-31 02:46:23,2025-01-05 02:46:23,2025-11-08 02:39:58,Marketing,Analyst,2,Mumbai,Bachelors,Onsite,Married,Bronze,36,464175.0,4.4,3,23,8,7,"I enjoy the work, but salary expectations are higher.",Loved the packaging and quick response time.,N/A###$$$_v2,61.5,0
E100342,2023-11-21 04:46:42,2024-05-29 04:46:42,2025-11-18 21:45:24,Operations,Lead,5,Chennai,Bachelors,Hybrid,Married,Silver,30,908843.0,2.8,55,33,7,14,Feeling stressed due to deadlines 😐,Quality is okay… expected better 😐,~~CORRUPT~~@@@,44.8,0
E100343,2016-09-18 16:11:18,2018-09-28 16:11:18,2025-12-10 23:49:58,IT,Senior Engineer,4,Mumbai,Bachelors,Onsite,Married,Gold,49,850405.0,4.1,34,0,5,0,Promotion process feels slow…,"Average experience, nothing special.",###@!@!@###_X,89.7,0
E100344,2016-07-24 20:38:16,2017-10-18 20:38:16,2025-09-13 11:39:14,Operations,Director,4,Delhi,Bachelors,Remote,Married,Gold,36,756383.0,2.7,64,10,4,1,Communication from leadership is excellent!,Quality is okay… expected better 😐,~~CORRUPT~~@@@_final,79.5,1
E100345,2020-01-23 23:42:34,2023-03-04 23:42:34,2025-11-19 18:31:22,IT,Manager,3,Bengaluru,Bachelors,Hybrid,Married,Gold,34,1296150.0,4.0,20,25,4,0,Promotion process feels slow…,Quality is okay… expected better 😐,$$$ERROR_404!!!,67.6,0
E100346,2015-06-05 18:00:02,2015-09-07 18:00:02,2025-09-10 00:40:31,Operations,Director,3,Hyderabad,Masters,Remote,Married,Gold,44,610961.0,4.1,57,16,6,8,"Training was helpful, want more advanced sessions.",Amazing service! Fast delivery 😊,###REF!@#$$_v2,93.9,0
E100347,2017-11-02 05:33:06,2019-08-09 05:33:06,2025-10-06 09:51:49,Sales,Analyst,3,Hyderabad,Bachelors,Hybrid,Single,Bronze,34,1076598.0,3.0,49,42,8,8,Great team culture 😊,Not satisfied. Product arrived damaged.,N/A###$$$,50.1,0
E100348,2019-02-17 21:59:54,2021-09-13 21:59:54,2025-09-19 12:15:15,HR,Analyst,5,Mumbai,Masters,Hybrid,Single,Silver,33,1446677.0,4.4,53,2,1,8,Communication from leadership is excellent!,Amazing service! Fast delivery 😊,$$$ERROR_404!!!_TMP,99.0,0
E100349,2024-03-15 18:52:45,2025-12-01 00:00:00,2025-09-18 00:57:22,Finance,Director,4,Mumbai,Masters,Hybrid,Married,Gold,29,1169317.0,3.5,66,53,7,3,"Manager is supportive, but workload is high.","Average experience, nothing special.",**##FAIL##**,89.0,0
